20:42:53.364011 IP 192.168.223.1.63163 > 239.255.255.250.1900: UDP, length 173
20:42:54.363206 IP 192.168.223.1.63163 > 239.255.255.250.1900: UDP, length 173
20:42:55.360924 IP 192.168.223.1.63163 > 239.255.255.250.1900: UDP, length 173
20:43:13.131998 IP 192.168.223.128.1027 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:13.132053 IP 192.168.223.129.5357 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:13.232006 IP 192.168.223.130.63987 > 192.168.223.1.rsync: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:13.232126 IP 192.168.223.130.63987 > 192.168.223.2.5800: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:13.232163 IP 192.168.223.130.63986 > 192.168.223.1.echo: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.232181 IP 192.168.223.130.63986 > 192.168.223.1.1027: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.232201 IP 192.168.223.130.63986 > 192.168.223.1.5357: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.232238 IP 192.168.223.2.5800 > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 32767, length 0
20:43:13.302357 IP 192.168.223.1.netbios-ns > 192.168.223.255.netbios-ns: NBT UDP PACKET(137): QUERY; REQUEST; BROADCAST
20:43:13.335502 IP 192.168.223.130.63987 > 192.168.223.1.5357: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:13.335571 IP 192.168.223.130.63987 > 192.168.223.1.1027: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:13.335602 IP 192.168.223.130.63987 > 192.168.223.1.echo: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:13.335619 IP 192.168.223.130.63986 > 192.168.223.129.nrpe: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.335771 IP 192.168.223.129.nrpe > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:13.435974 IP 192.168.223.130.63986 > 192.168.223.128.5357: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.436033 IP 192.168.223.130.63986 > 192.168.223.1.nrpe: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.436069 IP 192.168.223.130.63986 > 192.168.223.2.poppassd: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.436088 IP 192.168.223.130.63986 > 192.168.223.1.1028: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.436131 IP 192.168.223.128.5357 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:13.436171 IP 192.168.223.2.poppassd > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:13.538810 IP 192.168.223.130.63987 > 192.168.223.1.1028: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:13.538885 IP 192.168.223.130.63987 > 192.168.223.1.nrpe: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:13.538903 IP 192.168.223.130.63986 > 192.168.223.129.1028: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.538948 IP 192.168.223.130.63986 > 192.168.223.1.afpovertcp: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.538973 IP 192.168.223.130.63986 > 192.168.223.2.kshell: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.539078 IP 192.168.223.2.kshell > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:13.539122 IP 192.168.223.129.1028 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:13.639090 IP 192.168.223.130.63987 > 192.168.223.1.afpovertcp: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:13.639169 IP 192.168.223.130.63987 > 192.168.223.2.kshell: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:13.639188 IP 192.168.223.130.63986 > 192.168.223.1.3128: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.639206 IP 192.168.223.130.63986 > 192.168.223.128.nrpe: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.639234 IP 192.168.223.130.63986 > 192.168.223.1.144: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.639266 IP 192.168.223.2.kshell > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 32767, length 0
20:43:13.639351 IP 192.168.223.128.nrpe > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:13.741822 IP 192.168.223.130.63987 > 192.168.223.1.144: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:13.741886 IP 192.168.223.130.63987 > 192.168.223.1.3128: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:13.741904 IP 192.168.223.130.63986 > 192.168.223.129.afpovertcp: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.741932 IP 192.168.223.130.63986 > 192.168.223.1.klogin: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.742075 IP 192.168.223.129.afpovertcp > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:13.842508 IP 192.168.223.130.63987 > 192.168.223.1.klogin: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:13.842606 IP 192.168.223.130.63986 > 192.168.223.1.aol: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.842631 IP 192.168.223.130.63986 > 192.168.223.2.49156: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.842652 IP 192.168.223.130.63986 > 192.168.223.128.1028: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.842708 IP 192.168.223.2.49156 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:13.842777 IP 192.168.223.128.1028 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:13.946034 IP 192.168.223.130.63987 > 192.168.223.1.aol: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:13.946102 IP 192.168.223.130.63986 > 192.168.223.2.49152: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.946131 IP 192.168.223.130.63986 > 192.168.223.129.3128: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.946170 IP 192.168.223.130.63986 > 192.168.223.1.1900: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.946192 IP 192.168.223.130.63986 > 192.168.223.1.9100: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.946210 IP 192.168.223.130.63986 > 192.168.223.1.kerberos: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.946238 IP 192.168.223.2.49152 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:13.946278 IP 192.168.223.129.3128 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:14.046584 IP 192.168.223.130.63987 > 192.168.223.1.kerberos: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:14.046665 IP 192.168.223.130.63987 > 192.168.223.2.49152: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:14.046695 IP 192.168.223.130.63987 > 192.168.223.1.9100: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:14.046723 IP 192.168.223.130.63987 > 192.168.223.1.1900: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:14.046743 IP 192.168.223.130.63986 > 192.168.223.1.49155: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:14.046768 IP 192.168.223.130.63986 > 192.168.223.128.afpovertcp: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:14.046801 IP 192.168.223.2.49152 > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 32767, length 0
20:43:14.046991 IP 192.168.223.128.afpovertcp > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:14.149451 IP 192.168.223.130.63987 > 192.168.223.1.49155: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:14.149514 IP 192.168.223.130.63986 > 192.168.223.2.8009: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:14.149532 IP 192.168.223.130.63986 > 192.168.223.129.144: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:14.149569 IP 192.168.223.130.63986 > 192.168.223.1.ftps: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:14.149599 IP 192.168.223.130.63986 > 192.168.223.1.printer: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:14.149654 IP 192.168.223.2.8009 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:14.149702 IP 192.168.223.129.144 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:14.250270 IP 192.168.223.130.63987 > 192.168.223.1.printer: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:14.250333 IP 192.168.223.130.63987 > 192.168.223.2.8009: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:14.250352 IP 192.168.223.130.63987 > 192.168.223.1.ftps: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:14.250368 IP 192.168.223.130.63986 > 192.168.223.1.cisco-sccp: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:14.250384 IP 192.168.223.130.63986 > 192.168.223.128.3128: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:14.250477 IP 192.168.223.2.8009 > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 32767, length 0
20:43:14.250538 IP 192.168.223.128.3128 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:14.353150 IP 192.168.223.130.63987 > 192.168.223.1.cisco-sccp: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:14.353214 IP 192.168.223.130.63986 > 192.168.223.2.enbd-cstatd: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:14.353232 IP 192.168.223.130.63986 > 192.168.223.129.klogin: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:14.353294 IP 192.168.223.2.enbd-cstatd > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:14.353365 IP 192.168.223.129.klogin > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:14.411174 IP 192.168.223.130.63986 > 192.168.223.128.144: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:14.411343 IP 192.168.223.128.144 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:14.429668 IP 192.168.223.128.1111 > 204.79.197.200.http: Flags [P.], seq 694:1513, ack 4468, win 64240, length 819
20:43:14.430022 IP 204.79.197.200.http > 192.168.223.128.1111: Flags [.], ack 1513, win 64240, length 0
20:43:14.453829 IP 192.168.223.130.63987 > 192.168.223.2.enbd-cstatd: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:14.453952 IP 192.168.223.2.enbd-cstatd > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 32767, length 0
20:43:14.513796 IP 192.168.223.130.63986 > 192.168.223.129.aol: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:14.514003 IP 192.168.223.129.aol > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:14.534247 IP 192.168.223.130.63986 > 192.168.223.2.1110: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:14.534379 IP 192.168.223.2.1110 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:14.571622 IP 192.168.223.130.63986 > 192.168.223.128.klogin: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:14.571786 IP 192.168.223.128.klogin > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:14.615154 IP 192.168.223.130.63986 > 192.168.223.2.1026: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:14.615287 IP 192.168.223.2.1026 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:14.631750 IP 204.79.197.200.http > 192.168.223.128.1111: Flags [P.], seq 4468:5928, ack 1513, win 64240, length 1460
20:43:14.631810 IP 204.79.197.200.http > 192.168.223.128.1111: Flags [P.], seq 5928:6156, ack 1513, win 64240, length 228
20:43:14.632076 IP 192.168.223.128.1111 > 204.79.197.200.http: Flags [.], ack 6156, win 64240, length 0
20:43:14.632343 IP 204.79.197.200.http > 192.168.223.128.1111: Flags [P.], seq 6156:7616, ack 1513, win 64240, length 1460
20:43:14.632980 IP 204.79.197.200.http > 192.168.223.128.1111: Flags [P.], seq 7616:9076, ack 1513, win 64240, length 1460
20:43:14.633175 IP 192.168.223.128.1111 > 204.79.197.200.http: Flags [.], ack 9076, win 64240, length 0
20:43:14.633257 IP 204.79.197.200.http > 192.168.223.128.1111: Flags [P.], seq 9076:10536, ack 1513, win 64240, length 1460
20:43:14.633824 IP 204.79.197.200.http > 192.168.223.128.1111: Flags [P.], seq 10536:11996, ack 1513, win 64240, length 1460
20:43:14.634140 IP 192.168.223.128.1111 > 204.79.197.200.http: Flags [.], ack 11996, win 64240, length 0
20:43:14.634169 IP 204.79.197.200.http > 192.168.223.128.1111: Flags [P.], seq 11996:14331, ack 1513, win 64240, length 2335
20:43:14.634319 IP 192.168.223.128.1111 > 204.79.197.200.http: Flags [.], ack 14331, win 64240, length 0
20:43:14.654553 IP 192.168.223.128.1113 > 204.79.197.200.http: Flags [P.], seq 694:1445, ack 4468, win 64240, length 751
20:43:14.654686 IP 192.168.223.128.1111 > 204.79.197.200.http: Flags [P.], seq 1513:2216, ack 14331, win 64240, length 703
20:43:14.654844 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [.], ack 1445, win 64240, length 0
20:43:14.654896 IP 204.79.197.200.http > 192.168.223.128.1111: Flags [.], ack 2216, win 64240, length 0
20:43:14.674096 IP 192.168.223.130.63987 > 192.168.223.129.aol: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:14.674326 IP 192.168.223.129.aol > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 0, length 0
20:43:14.687086 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 4468:5928, ack 1445, win 64240, length 1460
20:43:14.687898 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 5928:7388, ack 1445, win 64240, length 1460
20:43:14.688157 IP 192.168.223.128.1113 > 204.79.197.200.http: Flags [.], ack 7388, win 64240, length 0
20:43:14.688439 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 7388:8848, ack 1445, win 64240, length 1460
20:43:14.689752 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 8848:10308, ack 1445, win 64240, length 1460
20:43:14.689916 IP 192.168.223.128.1113 > 204.79.197.200.http: Flags [.], ack 10308, win 64240, length 0
20:43:14.694628 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 10308:14688, ack 1445, win 64240, length 4380
20:43:14.694809 IP 192.168.223.128.1113 > 204.79.197.200.http: Flags [.], ack 13228, win 64240, length 0
20:43:14.695080 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 14688:19068, ack 1445, win 64240, length 4380
20:43:14.695265 IP 192.168.223.128.1113 > 204.79.197.200.http: Flags [.], ack 16148, win 64240, length 0
20:43:14.695296 IP 192.168.223.128.1113 > 204.79.197.200.http: Flags [.], ack 19068, win 64240, length 0
20:43:14.695327 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 19068:20528, ack 1445, win 64240, length 1460
20:43:14.695657 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 20528:21988, ack 1445, win 64240, length 1460
20:43:14.695918 IP 192.168.223.128.1113 > 204.79.197.200.http: Flags [.], ack 21988, win 64240, length 0
20:43:14.696197 IP 192.168.223.130.63986 > 192.168.223.2.2717: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:14.696230 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 21988:23448, ack 1445, win 64240, length 1460
20:43:14.696268 IP 192.168.223.2.2717 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:14.696370 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 23448:24908, ack 1445, win 64240, length 1460
20:43:14.696527 IP 192.168.223.128.1113 > 204.79.197.200.http: Flags [.], ack 24908, win 64240, length 0
20:43:14.696761 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 24908:26368, ack 1445, win 64240, length 1460
20:43:14.697009 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 26368:27828, ack 1445, win 64240, length 1460
20:43:14.697252 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 27828:29288, ack 1445, win 64240, length 1460
20:43:14.697399 IP 192.168.223.128.1113 > 204.79.197.200.http: Flags [.], ack 27828, win 64240, length 0
20:43:14.697446 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 29288:30748, ack 1445, win 64240, length 1460
20:43:14.697545 IP 192.168.223.128.1113 > 204.79.197.200.http: Flags [.], ack 30748, win 62780, length 0
20:43:14.698010 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 30748:32208, ack 1445, win 64240, length 1460
20:43:14.698277 IP 204.79.197.200.http > 192.168.223.128.1111: Flags [P.], seq 14331:15791, ack 2216, win 64240, length 1460
20:43:14.698522 IP 204.79.197.200.http > 192.168.223.128.1111: Flags [P.], seq 15791:17251, ack 2216, win 64240, length 1460
20:43:14.698633 IP 192.168.223.128.1111 > 204.79.197.200.http: Flags [.], ack 17251, win 64240, length 0
20:43:14.698686 IP 192.168.223.128.1113 > 204.79.197.200.http: Flags [.], ack 32208, win 64240, length 0
20:43:14.698729 IP 204.79.197.200.http > 192.168.223.128.1111: Flags [P.], seq 17251:18798, ack 2216, win 64240, length 1547
20:43:14.698931 IP 192.168.223.128.1111 > 204.79.197.200.http: Flags [.], ack 18798, win 64240, length 0
20:43:14.704310 IP 192.168.223.128.1111 > 204.79.197.200.http: Flags [P.], seq 2216:2916, ack 18798, win 64240, length 700
20:43:14.704659 IP 204.79.197.200.http > 192.168.223.128.1111: Flags [.], ack 2916, win 64240, length 0
20:43:14.718729 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 32208:33668, ack 1445, win 64240, length 1460
20:43:14.719589 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 33668:36588, ack 1445, win 64240, length 2920
20:43:14.719805 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 36588:38048, ack 1445, win 64240, length 1460
20:43:14.719933 IP 192.168.223.128.1113 > 204.79.197.200.http: Flags [.], ack 35128, win 64240, length 0
20:43:14.719978 IP 192.168.223.128.1113 > 204.79.197.200.http: Flags [.], ack 38048, win 64240, length 0
20:43:14.724786 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 38048:39508, ack 1445, win 64240, length 1460
20:43:14.725210 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 39508:40968, ack 1445, win 64240, length 1460
20:43:14.725396 IP 192.168.223.128.1113 > 204.79.197.200.http: Flags [.], ack 40968, win 64240, length 0
20:43:14.725741 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 40968:43888, ack 1445, win 64240, length 2920
20:43:14.725855 IP 192.168.223.128.1113 > 204.79.197.200.http: Flags [.], ack 43888, win 64240, length 0
